subj_i,state,block,reward,action,w
763,2,8020,0,2,0.5
763,2,8020,-1,1,0.5
763,3,8020,1,1,0.474454171987551
763,4,8020,-1,2,0.474454171987551
763,2,8020,-1,1,0.474454171987551
763,4,8020,0,2,0.451391816563248
763,2,8020,-1,2,0.451391816563248
763,4,8020,-1,2,0.210759382309125
763,3,8020,0,1,0.210759382309125
763,1,8020,1,2,0.210759382309125
763,3,8020,0,2,0.210759382309125
763,1,8020,1,2,0.203959045907822
763,1,8020,1,2,0.203959045907822
763,3,8020,1,2,0.203959045907822
763,2,8020,-1,2,0.218863356345767
763,1,8020,1,2,0.0271925497039824
763,4,8020,0,1,0.0271925497039824
763,1,8020,1,2,0.0372344099599225
763,4,8020,-1,2,0.0372344099599225
763,4,8020,0,1,0.0345287159626926
763,4,8020,0,1,0.0489110583843639
763,1,8020,1,2,0.0663884418957934
763,2,8020,-1,1,0.0663884418957934
763,4,8020,-1,1,0.0315333922860096
763,3,8020,0,1,0.00199755191125438
763,4,8020,0,1,0.00193868484050832
763,1,8020,0,2,0.00223745030829898
763,1,8020,1,2,0.00223745030829898
763,3,8020,0,2,0.00223745030829898
763,2,8020,0,2,0.00227110738228584
763,4,8020,-1,2,0.00224490352048484
763,3,8020,1,1,0.00448738198054013
763,3,8020,1,2,0.00445230116574193
763,4,8020,0,1,0.00493105074631996
763,2,8020,0,2,0.00533166452633174
763,3,8020,1,1,0.00526621810332963
763,1,8020,1,2,0.00558308206558803
763,2,8020,0,2,0.00558308206558803
763,1,8020,1,1,0.00551194979638424
763,2,8020,0,2,0.00961539601432036
763,3,8020,0,2,0.00949090406685356
763,2,8020,-1,1,0.00862298793580905
763,1,8020,1,2,0.0348406937538434
763,2,8020,-1,1,0.0359259219533558
763,3,8020,0,2,0.0833432905640936
763,3,8020,1,1,0.0760269776392019
763,4,8020,0,1,0.0710130048215616
763,3,8020,1,1,0.0758499222980553
763,1,8020,1,2,0.0699093746377101
763,4,8020,-1,1,0.0717401800642781
763,2,8020,0,2,0.0432836678637326
763,3,8020,0,1,0.0388780817011042
763,4,8020,-1,2,0.0424239407272351
763,3,8020,1,1,0.0956771455452762
763,1,8020,1,2,0.0888729888454827
763,1,8020,1,2,0.0908815890904913
763,4,8020,0,1,0.0927022512208859
763,1,8020,0,2,0.0847279273328634
763,2,8020,-1,1,0.0813855248239602
763,2,8020,-1,1,0.108975806124828
763,3,8020,1,1,0.122053509842154
763,2,8020,0,2,0.112900414821411
763,4,8020,-1,1,0.0949452446495991
763,4,8020,-1,1,0.188928198566706
763,1,8020,1,2,0.759620625285675
763,4,8020,0,1,0.763506680366225
763,4,8020,0,2,0.72367799643637
763,4,8020,0,1,0.699995051296242
763,4,8020,-1,1,0.658321731142724
763,3,8020,0,2,0.919716966034518
763,4,8020,0,1,0.89998896474997
763,3,8020,1,1,0.883192126727803
763,1,8020,1,2,0.868909529835149
763,3,8020,0,2,0.871093583262869
763,2,8020,0,1,0.836904285312599
763,2,8020,-1,1,0.837346891628727
763,1,8020,1,2,0.838679086590601
763,2,8020,-1,1,0.841034985393788
763,1,8020,1,2,0.834536378359207
763,3,8020,1,1,0.836728916335162
763,4,8020,-1,1,0.812306893573197
763,2,8020,-1,2,0.928813353022407
763,1,8020,1,2,0.980960365301539
763,2,8020,-1,1,0.981231321033868
763,2,8020,-1,1,0.981288225577487
763,2,8020,-1,1,0.980686079470612
763,2,8020,0,2,0.979569923458051
763,2,8020,0,1,0.96870005424185
763,3,8020,1,1,0.970547649848421
763,3,8020,1,1,0.965346129507278
763,2,8020,-1,1,0.95933126055839
763,1,8020,1,2,0.955602883066163
763,4,8020,0,1,0.956168872859007
763,1,8020,0,2,0.948980396254123
763,4,8020,0,1,0.947330056391444
763,2,8020,-1,1,0.939061059700895
763,1,8020,1,2,0.932772586831784
763,1,8020,1,2,0.93361211801873
763,2,8020,-1,1,0.934380804611801
763,1,8020,1,2,0.926986853107255
763,2,8020,-1,1,0.92776674793229
763,4,8020,0,2,0.919158772552404
763,3,8020,0,2,0.907871046587236
763,3,8020,0,2,0.871854420528192
763,3,8020,0,2,0.825823804609134
763,4,8020,0,1,0.769318258628382
