subj_i,state,block,reward,action,w
707,3,5050,1,1,0.5
707,4,5050,-1,1,0.5
707,3,5050,0,1,0.5
707,4,5050,0,1,0.5
707,1,5050,1,2,0.5
707,1,5050,1,1,0.5
707,3,5050,1,1,0.344567371469755
707,2,5050,0,2,0.344567371469755
707,2,5050,-1,2,0.344567371469755
707,1,5050,0,2,0.344567371469755
707,3,5050,0,2,0.434245941634188
707,3,5050,0,1,0.80233775203914
707,4,5050,0,1,0.806146944447813
707,4,5050,-1,1,0.806146944447813
707,3,5050,0,1,0.806146944447813
707,1,5050,0,1,0.808973777332079
707,3,5050,1,1,0.864781990638193
707,2,5050,-1,1,0.851420771315462
707,3,5050,0,1,0.830610720142048
707,4,5050,0,2,0.830666313361426
707,3,5050,0,2,0.912373410577406
707,2,5050,-1,1,0.968140194094056
707,3,5050,1,1,0.963570144482544
707,3,5050,1,2,0.957002378925319
707,3,5050,1,2,0.743484369925999
707,4,5050,0,2,0.55758983404843
707,4,5050,-1,2,0.605056258230596
707,2,5050,0,1,0.597325462462444
707,2,5050,0,1,0.749487054266245
707,1,5050,1,2,0.789685166114518
707,1,5050,1,1,0.585351226289066
707,4,5050,0,2,0.0178018576932225
707,1,5050,0,2,0.0196698360642719
707,2,5050,-1,2,0.0209814090464602
707,1,5050,1,2,0.0183692210441455
707,1,5050,1,2,0.012236220284089
707,4,5050,0,1,0.309453043532941
707,1,5050,0,2,0.388736851432829
707,2,5050,0,1,0.350957971164932
707,1,5050,1,1,0.350019582440441
707,1,5050,1,2,0.426795413527971
707,4,5050,0,1,0.690516133648658
707,1,5050,0,2,0.736982824023083
707,4,5050,0,1,0.696984901597069
707,1,5050,0,2,0.728951621939513
707,4,5050,0,1,0.690746631265593
707,2,5050,-1,1,0.713888543025237
707,2,5050,-1,1,0.721073064042864
707,1,5050,1,2,0.723978677942093
707,2,5050,-1,1,0.83688744506405
707,4,5050,0,1,0.837047508650342
707,4,5050,0,1,0.847656543710435
707,4,5050,-1,2,0.855020955249335
707,2,5050,-1,1,0.792187941952155
707,3,5050,0,2,0.790937237077843
707,2,5050,-1,2,0.780277420476778
707,2,5050,-1,1,0.767210101921681
707,2,5050,0,1,0.769200894637473
707,3,5050,1,1,0.767243327769414
707,3,5050,1,1,0.876639310889166
707,2,5050,-1,2,0.911371786317004
707,2,5050,0,1,0.900820368574706
707,3,5050,1,2,0.891850740592384
707,1,5050,0,2,0.947915070622233
707,1,5050,1,2,0.939448456351815
707,1,5050,1,2,0.961345405524257
707,2,5050,0,2,0.972399385601635
707,3,5050,1,1,0.983981862086559
707,4,5050,0,1,0.988487134504764
707,1,5050,1,1,0.988340442425548
707,4,5050,-1,2,0.999830998122246
707,2,5050,-1,1,0.999724578821465
707,3,5050,0,2,0.999727373023103
707,4,5050,-1,2,0.999590211375707
707,4,5050,0,2,0.9993401693404
707,4,5050,0,1,0.999617842954404
