subj_i,state,block,reward,action,w
710,4,5050,-1,1,0.5
710,4,5050,-1,2,0.5
710,1,5050,1,2,0.765092751100962
710,2,5050,-1,1,0.765092751100962
710,3,5050,0,1,0.765092751100962
710,3,5050,1,1,0.765092751100962
710,2,5050,0,1,0.765092751100961
710,3,5050,1,2,0.765092751100961
710,1,5050,1,2,0.841219498111833
710,3,5050,0,2,0.841219498111833
710,1,5050,1,2,0.992806328834955
710,4,5050,0,1,0.992806328834955
710,3,5050,1,2,0.985785126872258
710,3,5050,1,1,0.985841331054356
710,3,5050,1,2,0.988231800677331
710,1,5050,1,2,0.988259977254621
710,4,5050,0,1,0.988259977254621
710,3,5050,0,2,0.982521259896344
710,2,5050,-1,1,0.984591022129344
710,4,5050,-1,1,0.984591022129344
710,1,5050,1,1,0.989667256373064
710,2,5050,0,1,0.99681624009425
710,4,5050,0,1,0.99681624009425
710,1,5050,0,2,0.996025440628851
710,1,5050,1,2,0.995039195653453
710,4,5050,0,1,0.995238982646525
710,3,5050,0,1,0.994294102114274
710,1,5050,1,2,0.994891713141035
710,1,5050,0,2,0.995034582477301
710,2,5050,0,1,0.994330265085631
710,1,5050,0,2,0.994330265085631
710,4,5050,0,1,0.993626944065576
710,2,5050,0,1,0.992574409585975
710,2,5050,-1,1,0.992574409585975
710,2,5050,0,1,0.992574409585975
710,3,5050,1,2,0.992574409585975
710,1,5050,0,2,0.991995408305419
710,2,5050,0,1,0.991114889991401
710,1,5050,0,2,0.991114889991401
710,2,5050,-1,1,0.990235933428415
710,4,5050,-1,1,0.990235933428415
710,4,5050,0,1,0.992540939233066
710,4,5050,0,1,0.991617526576334
710,2,5050,-1,1,0.990695830520571
710,2,5050,-1,2,0.990695830520571
710,2,5050,0,1,0.993737543747272
710,1,5050,1,2,0.993172630019561
710,1,5050,1,2,0.99361407542302
710,3,5050,0,2,0.993945374965108
710,3,5050,1,2,0.994936397988511
710,1,5050,0,2,0.994700629844626
710,2,5050,0,1,0.994295622884897
710,3,5050,0,1,0.993823587537255
710,4,5050,-1,2,0.992581023185074
710,2,5050,0,1,0.979992264467235
710,4,5050,-1,1,0.978487474413631
710,4,5050,-1,1,0.984413440333612
710,3,5050,0,1,0.987677554158869
710,4,5050,0,1,0.984025071129511
710,3,5050,0,1,0.981414243033951
710,2,5050,-1,2,0.97536091881474
710,4,5050,-1,1,0.940973607281448
710,1,5050,0,1,0.950838346635245
710,3,5050,0,2,0.998335267785867
710,2,5050,-1,1,0.998826414923038
710,4,5050,0,2,0.999041683511276
710,2,5050,-1,1,0.999993367352115
710,2,5050,-1,1,0.99999436196963
710,4,5050,-1,1,0.999995066584981
710,1,5050,1,2,0.999995507061883
710,3,5050,0,2,0.999995436346304
710,1,5050,1,2,0.999996389375057
710,3,5050,1,1,0.999996317576282
710,1,5050,1,2,0.999997449771507
710,2,5050,-1,1,0.999997392065244
710,3,5050,1,2,0.999997668165481
710,2,5050,0,2,0.999997378451563
710,4,5050,0,1,0.999999979859576
710,2,5050,-1,2,0.999999978517194
710,3,5050,1,1,0.999999972702108
710,4,5050,-1,1,0.999999978419426
710,3,5050,0,1,0.99999998006798
710,4,5050,-1,1,0.999999977837985
710,2,5050,0,1,0.999999979141883
710,2,5050,-1,1,0.999999977056617
710,1,5050,0,1,0.999999979169965
710,1,5050,1,2,0.999999971542307
710,3,5050,0,2,0.999999969313746
710,3,5050,1,2,0.999999973345104
710,1,5050,0,2,0.999999970696671
710,4,5050,0,1,0.999999974347703
710,1,5050,1,2,0.999999973065147
710,3,5050,1,2,0.999999971213959
710,2,5050,0,1,0.999999967606505
710,3,5050,0,1,0.999999964662354
710,4,5050,-1,1,0.999999957573501
710,3,5050,1,2,0.999999959806883
710,4,5050,-1,1,0.999999952172158
710,2,5050,0,2,0.999999954165644
710,2,5050,0,1,0.999999976026249
710,4,5050,-1,1,0.999999974884501
710,1,5050,1,1,0.999999975712893
710,1,5050,0,1,0.999999986775898
710,2,5050,0,1,0.999999982315343
710,2,5050,-1,2,0.999999981396687
710,1,5050,1,2,0.999999975979451
710,1,5050,0,1,0.999999973981154
710,3,5050,1,2,0.99999995935281
710,1,5050,0,1,0.999999951242206
710,4,5050,0,1,0.999999920152549
710,4,5050,-1,1,0.999999917512253
710,2,5050,0,2,0.999999920075092
710,1,5050,1,2,0.999999948405942
710,3,5050,0,2,0.999999939815734
710,1,5050,0,2,0.999999953082819
710,4,5050,0,1,0.999999963899499
710,3,5050,1,1,0.999999962771122
