subj_i,state,block,reward,action,w
784,4,5050,-1,2,0.5
784,4,5050,0,1,0.5
784,3,5050,1,1,0.474053122798893
784,2,5050,0,1,0.474053122798893
784,1,5050,0,1,0.474053122798893
784,1,5050,1,2,0.474053122798893
784,2,5050,-1,2,0.448245618168245
784,4,5050,-1,1,0.422713880141766
784,3,5050,0,1,0.485980207317161
784,4,5050,-1,1,0.485980207317161
784,2,5050,0,1,0.529083449099471
784,2,5050,0,2,0.505591609657888
784,1,5050,1,2,0.525457341117544
784,1,5050,0,2,0.501954889899367
784,2,5050,0,1,0.502699737951201
784,4,5050,-1,1,0.488470506293146
784,4,5050,-1,1,0.519974739905837
784,1,5050,0,2,0.54408102213487
784,4,5050,-1,1,0.544705772665278
784,2,5050,0,1,0.563740951213761
784,3,5050,1,2,0.550199382967163
784,4,5050,0,1,0.368476039975397
784,2,5050,0,1,0.35371689566812
784,2,5050,0,1,0.341753419643948
784,2,5050,-1,2,0.330456448842335
784,2,5050,-1,1,0.242844199296519
784,1,5050,1,1,0.32964825548907
784,3,5050,0,2,0.054307831375349
784,3,5050,0,1,0.0605156503884059
784,3,5050,1,2,0.0666544421918751
784,4,5050,-1,1,0.0155140978918396
784,2,5050,0,1,0.0165680003164999
784,3,5050,0,2,0.0150891920226909
784,1,5050,1,2,0.0149617741123562
784,3,5050,1,2,0.0202755824080741
784,2,5050,-1,1,0.02576823484222
784,4,5050,-1,1,0.0345552436078598
784,1,5050,1,1,0.0364692877503387
784,1,5050,0,1,0.0294004133017899
784,3,5050,0,2,0.0258406143010911
784,4,5050,0,2,0.0245024112960262
784,3,5050,0,2,0.0169557157822856
784,3,5050,0,1,0.016113195508715
784,2,5050,-1,2,0.016655094377489
784,3,5050,0,2,0.0139585060397031
784,1,5050,1,2,0.0133552673109397
784,3,5050,1,2,0.0431460922969068
784,1,5050,0,2,0.0879247928553299
784,4,5050,0,1,0.0804810266057473
784,4,5050,0,2,0.0807512213898209
784,3,5050,0,2,0.0603322584003321
784,1,5050,0,2,0.0585166090768251
784,1,5050,1,1,0.0536259874987356
784,4,5050,0,1,0.246307577392593
784,4,5050,0,1,0.254000774803458
784,2,5050,0,2,0.260072966463533
784,1,5050,0,2,0.284210870913732
784,3,5050,1,2,0.25759194786977
784,2,5050,-1,1,0.317465283606612
