subj_i,state,block,reward,action,w
770,4,5050,-1,1,0.5
770,2,5050,0,1,0.5
770,3,5050,0,2,0.5
770,4,5050,-1,1,0.5
770,4,5050,0,1,0.5
770,1,5050,1,2,0.5
770,3,5050,1,1,0.5
770,3,5050,0,2,0.47167514746243
770,2,5050,-1,1,0.519104250115328
770,2,5050,-1,1,0.519104250115328
770,4,5050,0,1,0.519104250115328
770,2,5050,0,1,0.519104250115328
770,4,5050,-1,1,0.519104250115328
770,2,5050,0,1,0.519104250115328
770,2,5050,0,1,0.519104250115328
770,1,5050,1,2,0.519104250115328
770,3,5050,1,2,0.519104250115328
770,2,5050,-1,1,0.410569812456884
770,1,5050,0,2,0.410569812456884
770,3,5050,0,2,0.410569812456884
770,3,5050,0,2,0.439401066047299
770,1,5050,1,1,0.465637951339618
770,3,5050,0,1,0.210231056972113
770,4,5050,-1,1,0.244646602241763
770,3,5050,0,1,0.244646602241763
770,2,5050,0,1,0.277388561504596
770,4,5050,0,2,0.277388561504596
770,1,5050,0,1,0.239013370029719
770,3,5050,1,1,0.290649310196723
770,1,5050,0,2,0.14302226874566
770,1,5050,1,2,0.155982360584611
770,3,5050,0,2,0.0450628641444729
770,4,5050,-1,1,0.0532690288718325
770,4,5050,-1,2,0.0499670081685627
770,4,5050,0,2,0.0688520197703311
770,2,5050,-1,2,0.0557105525925347
770,3,5050,1,2,0.0534475210951559
770,4,5050,-1,1,0.00763243059985246
770,4,5050,-1,1,0.0071444058172095
770,1,5050,0,1,0.0066790708705844
770,3,5050,0,1,0.00838222497595001
770,3,5050,1,1,0.00918453562047763
770,1,5050,1,2,0.00246409633386807
770,4,5050,-1,2,0.00275388289625379
770,2,5050,0,1,0.00395886408607881
770,2,5050,0,2,0.00373122621936947
770,1,5050,0,2,0.00421985782693686
770,3,5050,0,1,0.00399767414294362
770,4,5050,0,1,0.00381493164212437
770,2,5050,-1,2,0.00399649649032526
770,3,5050,0,1,0.00358553367064207
770,4,5050,0,2,0.00342700659940231
770,1,5050,1,2,0.00271609782384742
770,1,5050,1,2,0.0061799003989225
770,2,5050,0,1,0.00850899490266101
770,2,5050,-1,2,0.00792297786823371
770,1,5050,1,2,0.00654510775076538
770,1,5050,0,2,0.00773395812653192
770,1,5050,0,2,0.00754867846195322
770,2,5050,0,2,0.0073655649580449
770,4,5050,0,1,0.00887423881305882
770,3,5050,1,2,0.00961109582186755
770,4,5050,0,1,0.00702579381464908
770,4,5050,-1,1,0.00745905390593481
770,2,5050,-1,2,0.00713757690342894
770,4,5050,0,2,0.00598945320901037
770,3,5050,0,1,0.00495485219107257
770,1,5050,0,2,0.00454915382567588
770,2,5050,0,1,0.00443795340974352
770,3,5050,0,2,0.00390713327959787
770,2,5050,0,2,0.00360363974316795
770,2,5050,-1,1,0.00439696238043711
770,4,5050,0,2,0.00523390785119942
770,3,5050,0,2,0.0042888577650816
770,3,5050,0,1,0.00396674114209837
770,3,5050,0,2,0.00368324869633937
770,2,5050,0,1,0.00342782716778096
770,3,5050,1,2,0.00314340721625797
770,2,5050,-1,1,0.0125353176450196
770,2,5050,-1,1,0.0144950114307822
770,1,5050,0,1,0.0162472792686855
770,2,5050,0,1,0.0167684963825961
770,1,5050,0,2,0.0156978968646367
770,1,5050,1,2,0.0154567218494962
770,2,5050,0,1,0.0167497747516021
770,3,5050,0,2,0.0156426596249389
770,3,5050,0,1,0.0142213993646688
770,1,5050,1,2,0.0129111304840365
770,1,5050,1,2,0.0134216895492624
770,4,5050,0,2,0.0135904638535312
770,1,5050,1,2,0.0110934832133336
770,2,5050,-1,2,0.0110374199179634
770,1,5050,0,1,0.00947822670889751
770,3,5050,0,2,0.00846809615573525
770,4,5050,-1,2,0.00774623719852326
770,4,5050,0,2,0.0106440451887837
770,3,5050,1,1,0.00888549297641252
770,1,5050,0,2,0.042218045029686
770,4,5050,0,2,0.0430135385950883
770,3,5050,1,2,0.0359946615241246
770,4,5050,-1,2,0.161323690880512
770,1,5050,0,2,0.205249029568163
770,1,5050,0,2,0.207939182485294
770,4,5050,0,1,0.210210673415671
770,4,5050,0,1,0.235414562719231
770,1,5050,1,2,0.257711638664523
770,3,5050,1,2,0.251359899591403
770,4,5050,0,1,0.439364176444261
770,3,5050,0,1,0.46387551481066
770,4,5050,0,2,0.42173068661468
770,2,5050,0,1,0.397976514182381
770,4,5050,-1,2,0.373880066780016
770,2,5050,-1,2,0.41483306971018
770,2,5050,0,1,0.366037794467736
770,1,5050,1,2,0.336273742867569
770,2,5050,0,2,0.326889106922168
770,1,5050,1,1,0.379881713701651
770,3,5050,1,2,0.495329490927646
770,1,5050,0,2,0.620081765965722
770,2,5050,0,1,0.618571247711761
770,1,5050,0,2,0.592251780888224
770,1,5050,0,2,0.590252045136921
770,2,5050,-1,1,0.587859709238958
770,1,5050,0,2,0.633096702075705
770,2,5050,-1,1,0.63047491722953
770,2,5050,0,1,0.66719982493996
770,4,5050,0,1,0.646226760822987
770,3,5050,1,2,0.66307795789714
770,2,5050,-1,1,0.733644655876385
770,4,5050,-1,1,0.761031585057264
770,1,5050,0,2,0.746753492593476
770,4,5050,-1,1,0.744388406202909
770,2,5050,-1,2,0.727253266338394
770,1,5050,0,2,0.692993833995065
770,1,5050,0,2,0.690113606776905
770,1,5050,1,2,0.68702631000486
770,4,5050,0,1,0.696449931989778
770,2,5050,-1,2,0.714211838087952
770,2,5050,-1,1,0.675050786997338
770,2,5050,-1,1,0.713524583889454
770,3,5050,0,2,0.74508069995895
770,2,5050,0,1,0.7344891474136
770,4,5050,-1,1,0.711122971749139
770,1,5050,1,2,0.69336002328089
770,1,5050,1,2,0.699948732503268
770,3,5050,0,1,0.704265142279992
770,2,5050,-1,1,0.65836189250802
770,2,5050,-1,1,0.691011175092266
770,3,5050,1,1,0.718553237042882
770,3,5050,0,2,0.953423481077372
770,4,5050,0,1,0.950062907295612
770,1,5050,0,1,0.9538187488323
770,3,5050,0,2,0.940711559563966
770,4,5050,0,1,0.936473973768163
770,3,5050,1,1,0.940451111003202
770,3,5050,1,2,0.980561695122471
770,1,5050,0,2,0.986913373269266
770,4,5050,0,2,0.986963322568566
770,3,5050,0,2,0.985810427201803
770,3,5050,0,2,0.984581307489359
770,3,5050,0,2,0.983245001990378
770,4,5050,-1,1,0.981795028632343
770,1,5050,1,2,0.980044361161929
770,1,5050,1,2,0.97993681031055
770,1,5050,0,2,0.979692368936626
770,4,5050,-1,1,0.979865402232628
770,4,5050,0,1,0.977786840357805
770,2,5050,0,1,0.979721313668437
770,2,5050,-1,1,0.977555826836661
770,4,5050,-1,1,0.980130392703263
770,2,5050,-1,1,0.978156022881512
770,3,5050,0,2,0.980416965285762
770,3,5050,0,2,0.978730236163736
770,2,5050,-1,1,0.976906993934219
770,1,5050,0,2,0.97906174520426
770,3,5050,0,2,0.979205914003384
770,4,5050,-1,1,0.977429726756724
770,4,5050,0,1,0.975076388886161
770,3,5050,1,2,0.977352117051856
770,4,5050,-1,1,0.984173244407107
770,1,8020,1,2,0.00100002020470856
770,3,8020,0,2,0.00100002020470856
770,4,8020,-1,2,0.00100002020470856
770,2,8020,-1,1,0.00100002020470856
770,4,8020,-1,2,0.00100002020470856
770,2,8020,0,2,0.00100002020470856
770,2,8020,-1,1,0.000892888642576272
770,1,8020,1,2,0.000806489868754755
770,4,8020,0,1,0.000806489868754755
770,2,8020,-1,2,0.000650388383471186
770,2,8020,-1,1,0.000848371182933738
770,4,8020,-1,2,0.000841803098377852
770,4,8020,0,1,0.000767536432001619
