subj_i,state,block,reward,action,w
704,1,5050,1,2,0.5
704,2,5050,0,1,0.5
704,2,5050,0,2,0.5
704,3,5050,0,2,0.504719334726789
704,1,5050,0,2,0.504719334726789
704,1,5050,0,1,0.504719334726789
704,1,5050,1,2,0.506975422200731
704,2,5050,-1,2,0.50453670569987
704,1,5050,1,2,0.502073743338536
704,2,5050,-1,1,0.499658276724092
704,1,5050,1,2,0.490929141622595
704,4,5050,-1,2,0.488537791258783
704,3,5050,0,1,0.488537791258783
704,3,5050,1,1,0.493255666673711
704,2,5050,-1,2,0.49079322338258
704,1,5050,0,2,0.482057828572346
704,4,5050,0,2,0.486688680950089
704,3,5050,1,1,0.486688680950089
704,1,5050,1,1,0.48425170089077
704,1,5050,1,2,0.484575809464271
704,2,5050,-1,2,0.483459691643448
704,4,5050,-1,1,0.474718444206073
704,4,5050,0,1,0.465970883107671
704,1,5050,0,2,0.480934691767503
704,3,5050,1,2,0.483116254623774
704,3,5050,0,2,0.4832830098314
704,1,5050,0,2,0.483041497534091
704,4,5050,-1,2,0.485085469459181
704,2,5050,0,1,0.476356628436817
704,3,5050,0,2,0.509835134573385
704,2,5050,0,1,0.509471893895412
704,4,5050,0,2,0.541924298760484
704,2,5050,-1,2,0.555426523911629
704,4,5050,0,1,0.542107863806616
704,3,5050,0,1,0.569529509217175
704,2,5050,0,1,0.580211659299952
704,4,5050,0,2,0.618553316990755
704,4,5050,-1,2,0.63410155031362
704,2,5050,0,2,0.623841705821201
704,2,5050,-1,2,0.643238067408584
704,1,5050,0,2,0.628793405117942
704,1,5050,0,2,0.630580777170969
704,4,5050,-1,1,0.632251238182773
704,4,5050,-1,2,0.607752021163143
704,4,5050,0,2,0.59108947291529
704,1,5050,0,1,0.612168456513929
704,4,5050,-1,2,0.625146884529206
704,3,5050,1,2,0.608781234912829
704,2,5050,-1,2,0.606816099191477
704,4,5050,0,1,0.591868903423212
704,3,5050,1,2,0.642808312063945
704,2,5050,-1,1,0.640895804368866
704,3,5050,0,2,0.600770793310954
704,4,5050,-1,1,0.604444166521055
704,3,5050,1,1,0.564680624851444
704,3,5050,0,2,0.559302553526254
704,2,5050,-1,1,0.560626642889371
704,3,5050,0,2,0.51804142703602
704,3,5050,0,2,0.519168994188912
704,1,5050,1,2,0.520095989545546
704,3,5050,0,2,0.516939181333414
704,2,5050,0,2,0.517678545823811
704,1,5050,1,2,0.548968166705594
704,2,5050,-1,1,0.545845609245964
704,3,5050,0,2,0.500683636873622
704,1,5050,1,2,0.501247291279093
704,1,5050,0,2,0.498106967033323
704,1,5050,1,2,0.503754085978635
704,4,5050,0,2,0.500680395236315
704,1,5050,0,1,0.53005443203141
704,4,5050,0,2,0.538123775723376
704,3,5050,1,2,0.56652891794054
704,3,5050,1,2,0.566283322499145
704,4,5050,-1,1,0.565983562346416
704,2,5050,0,2,0.520936333573464
704,3,5050,1,2,0.55755850962675
704,2,5050,-1,1,0.557205547365171
704,4,5050,-1,1,0.509789214823679
704,2,5050,0,1,0.464298936060547
704,4,5050,-1,2,0.513963713889049
704,3,5050,1,1,0.475138998878636
704,2,5050,0,2,0.462705825948191
704,1,5050,0,2,0.506255117077772
704,4,5050,-1,1,0.515350725097695
704,1,5050,0,1,0.463111868040822
704,3,5050,1,2,0.473926713659313
704,1,5050,0,1,0.474761638330266
704,2,5050,0,2,0.484776396929948
704,1,5050,1,1,0.527424659980757
704,3,5050,0,2,0.521846616763921
704,2,5050,-1,2,0.520557772746444
704,4,5050,0,2,0.477378969470278
704,4,5050,0,1,0.521185619345329
704,1,5050,0,2,0.574130588323909
704,3,5050,1,2,0.587251250907841
704,2,5050,0,2,0.588092457955386
704,4,5050,-1,1,0.626129136219667
704,4,5050,0,1,0.574009131421037
704,2,5050,0,2,0.621973758597177
704,3,5050,1,2,0.657972687126255
704,4,5050,-1,2,0.65868779678785
704,2,5050,-1,2,0.60636364566701
704,3,5050,0,2,0.56459133170122
704,1,5050,0,1,0.563379985703002
704,2,5050,-1,1,0.57594110741513
704,4,5050,-1,1,0.50731852102268
704,4,5050,-1,2,0.446397496023333
704,1,5050,0,2,0.384747312740806
704,3,5050,0,2,0.400120283410641
704,4,5050,0,2,0.398804577415055
704,3,5050,0,2,0.448981451962537
704,2,5050,-1,1,0.447495326565645
704,1,5050,0,2,0.380118778780877
704,4,5050,-1,2,0.394892607743194
704,1,5050,0,2,0.335823508311435
704,3,5050,0,2,0.349364467266935
704,1,5050,0,1,0.347888087398509
704,3,5050,1,1,0.367083903544334
704,2,5050,0,1,0.349813953260385
704,2,5050,0,2,0.405887507602287
704,2,5050,-1,2,0.452199094050278
704,2,5050,-1,1,0.395029310511712
704,1,5050,1,2,0.322976210845341
704,4,5050,-1,2,0.313138267928183
704,2,5050,-1,1,0.260643285345385
704,2,5050,0,1,0.204490720125456
704,4,5050,0,2,0.245508991653921
704,2,5050,-1,2,0.281649930630897
704,1,5050,1,2,0.225145743404374
704,3,5050,1,2,0.217369273270237
704,1,5050,0,1,0.218963700312045
704,3,5050,1,1,0.230144006824887
704,3,5050,1,2,0.217930881811578
704,4,5050,0,2,0.220266222597604
704,2,5050,-1,1,0.253342085312435
704,4,5050,-1,2,0.193696293508106
