subj_i,state,block,reward,action,w
770,3,5050,0,1,0.5
770,2,5050,-1,1,0.5
770,1,5050,1,1,0.5
770,2,5050,0,1,0.5
770,4,5050,0,2,0.5
770,3,5050,1,1,0.5
770,3,5050,0,2,0.5
770,4,5050,0,1,0.503371479774652
770,3,5050,1,1,0.503688833891512
770,4,5050,0,1,0.501249841196953
770,1,5050,0,1,0.501560595073087
770,3,5050,1,2,0.501560595073087
770,1,5050,0,2,0.446091160245084
770,4,5050,-1,1,0.449425872110293
770,2,5050,-1,1,0.447012978698719
770,2,5050,0,1,0.447012978698719
770,2,5050,-1,2,0.447012978698719
770,3,5050,1,2,0.477529059813137
770,1,5050,0,2,0.417468331864677
770,1,5050,0,1,0.420709881761465
770,3,5050,1,2,0.42123986866379
770,2,5050,-1,1,0.35744617644992
770,1,5050,1,1,0.371938266501334
770,3,5050,1,1,0.367456967263222
770,4,5050,-1,1,0.27545663750416
770,4,5050,0,1,0.27353248969778
770,1,5050,0,1,0.27381159379696
770,2,5050,0,1,0.274182926899723
770,3,5050,0,1,0.272300626948185
770,1,5050,0,1,0.278869316407093
770,4,5050,-1,2,0.279237474426916
770,3,5050,0,2,0.302685442300998
770,1,5050,0,1,0.309777807994836
770,4,5050,-1,1,0.310161586919017
770,3,5050,1,1,0.321669973525859
770,2,5050,-1,1,0.22506407354462
770,2,5050,0,2,0.235319462562839
770,2,5050,-1,1,0.229305593686005
770,3,5050,0,2,0.2372662364744
770,1,5050,0,1,0.245118454876014
770,4,5050,0,1,0.245444199065905
770,3,5050,0,1,0.243995539262482
770,3,5050,0,2,0.249996261550031
770,3,5050,0,1,0.258109643549028
770,2,5050,0,1,0.264338838474164
770,4,5050,-1,2,0.262883961365872
770,2,5050,0,2,0.293120056066008
770,4,5050,-1,2,0.284718549841352
770,1,5050,0,1,0.313350464807349
770,1,5050,0,1,0.313721955329302
770,4,5050,0,2,0.314086642082919
770,1,5050,1,1,0.309478040639959
770,1,5050,0,1,0.305640718836549
770,2,5050,-1,1,0.30594695787645
770,2,5050,-1,2,0.312813904103699
770,4,5050,-1,2,0.381252694899238
770,2,5050,-1,2,0.411157562509472
