subj_i,state,block,reward,action,w
784,3,5050,1,1,0.5
784,4,5050,0,1,0.5
784,2,5050,-1,1,0.5
784,3,5050,0,2,0.5
784,1,5050,0,1,0.564225858292083
784,3,5050,1,1,0.564225858292083
784,2,5050,-1,2,0.551908730327632
784,2,5050,-1,1,0.557172521129917
784,1,5050,1,2,0.561818361281689
784,3,5050,1,1,0.548837310809062
784,2,5050,-1,1,0.537033438848236
784,2,5050,0,1,0.541206958162964
784,3,5050,1,1,0.529912835510433
784,2,5050,0,1,0.518587995112521
784,4,5050,0,1,0.507737075935348
784,2,5050,-1,1,0.507737075935348
784,2,5050,0,2,0.512446329772716
784,2,5050,-1,1,0.523170835256396
784,2,5050,-1,2,0.517837847527493
784,1,5050,0,1,0.520625166344518
784,3,5050,1,1,0.574790577087889
784,4,5050,-1,1,0.564141748037983
784,4,5050,0,2,0.564141748037983
784,2,5050,-1,1,0.603197427485685
784,4,5050,0,1,0.60176342054594
784,1,5050,0,1,0.620769249649587
784,1,5050,1,2,0.664199837453324
784,1,5050,0,1,0.631613589664195
784,3,5050,0,1,0.697736728444708
784,1,5050,1,1,0.702137401998015
784,3,5050,0,1,0.647018752568347
784,1,5050,0,1,0.651330057703384
784,1,5050,0,1,0.698915403140237
784,4,5050,0,1,0.739173578507256
784,3,5050,0,2,0.752065413239533
784,3,5050,0,1,0.864219541915745
784,1,5050,0,1,0.868030786764264
784,2,5050,-1,1,0.887753559848888
784,2,5050,0,1,0.887027120211328
784,2,5050,0,2,0.889208880147705
784,1,5050,1,1,0.889079788361461
784,3,5050,0,1,0.86141059731723
784,3,5050,0,1,0.864958690865629
784,3,5050,1,1,0.868146986956761
784,4,5050,-1,2,0.860195066462841
784,4,5050,0,1,0.84061444160886
784,4,5050,-1,1,0.843096993694704
784,4,5050,-1,1,0.84182346456828
784,4,5050,-1,1,0.84034421391746
784,2,5050,0,1,0.838698164471941
784,3,5050,0,1,0.84928507476868
784,1,5050,0,1,0.851785925203722
784,1,5050,1,1,0.869413649367469
784,1,5050,0,1,0.835921388168253
784,1,5050,0,1,0.851873105117586
784,4,5050,-1,1,0.865794861541862
784,4,5050,0,1,0.864263432579558
784,4,5050,0,1,0.866977943831363
784,3,5050,1,1,0.8690342166038
784,4,5050,-1,1,0.861640881164576
784,1,5050,1,1,0.860502672237828
784,4,5050,-1,1,0.822861429058906
784,3,5050,0,2,0.821351552996757
784,1,5050,1,2,0.911789415969111
784,3,5050,1,1,0.796706268826106
784,1,5050,1,2,0.781586344129818
784,3,5050,1,2,0.566078942840531
784,3,5050,1,1,0.23405675225402
784,4,5050,-1,2,0.179077587226586
784,2,5050,-1,1,0.162717212318265
784,2,5050,0,1,0.158414087987352
