subj_i,state,block,reward,action,w
751,1,5050,0,2,0.5
751,3,5050,1,2,0.5
751,1,5050,1,2,0.5
751,3,5050,1,2,0.5
751,4,5050,-1,2,0.5
751,2,5050,-1,2,0.5
751,1,5050,1,2,0.5
751,2,5050,0,2,0.5
751,3,5050,0,2,0.5
751,2,5050,-1,2,0.5
751,3,5050,0,2,0.5
751,4,5050,0,2,0.5
751,3,5050,1,2,0.5
751,3,5050,0,2,0.5
751,2,5050,-1,1,0.5
751,4,5050,-1,1,0.286836209120997
751,1,5050,1,2,0.192487479816366
751,4,5050,-1,1,0.192487479816366
751,2,5050,0,2,0.122660517018175
751,3,5050,0,1,0.148780208817343
751,3,5050,0,2,0.978818260994245
751,4,5050,-1,2,0.98264091152361
751,1,5050,1,2,0.960171826527465
751,3,5050,1,2,0.960171826527465
751,1,5050,0,2,0.957089595914891
751,2,5050,-1,1,0.957089595914891
751,4,5050,0,2,0.881204691942397
751,4,5050,0,2,0.915046789750203
751,4,5050,0,2,0.936661481620609
751,2,5050,0,1,0.951160193395938
751,1,5050,0,2,0.969259092209776
751,4,5050,0,2,0.969259092209776
751,2,5050,0,1,0.975733904381087
751,2,5050,-1,2,0.983556756441046
751,2,5050,-1,2,0.944386125471798
751,2,5050,0,1,0.652540762361088
751,3,5050,0,2,0.737381838209304
751,1,5050,1,1,0.765511432357647
751,3,5050,1,1,0.712126795020785
751,3,5050,0,2,0.641526972083903
751,1,5050,0,2,0.653353022420928
751,4,5050,0,1,0.635539408016886
751,3,5050,0,2,0.743813489585177
751,1,5050,1,2,0.749802822566016
751,2,5050,0,2,0.755267123555801
751,1,5050,1,2,0.771142170315502
751,2,5050,-1,1,0.775496838058182
751,1,5050,0,1,0.281243929024163
751,4,5050,0,2,0.991273692174074
751,4,5050,-1,2,0.993015712722102
751,3,5050,0,2,0.979184786395188
751,4,5050,0,2,0.979551513157499
751,2,5050,0,1,0.982497048367377
751,3,5050,1,2,0.984741560673576
751,4,5050,0,1,0.984628302022431
751,4,5050,-1,2,0.990563231507691
751,1,5050,0,1,0.927353983055092
751,1,5050,1,1,0.964234932401475
751,1,5050,0,2,0.959782764101322
751,2,5050,-1,1,0.965976451568197
751,3,5050,1,2,0.926321384437095
751,4,5050,-1,2,0.92555130733332
751,3,5050,0,2,0.823933061611665
751,2,5050,-1,1,0.826734476637891
751,2,5050,-1,1,0.858463835036009
751,3,5050,0,1,0.97618131732898
751,3,5050,1,1,0.992611434151129
751,3,5050,0,2,0.98941513568058
751,1,5050,0,2,0.989635400790458
751,3,5050,1,2,0.990774011295303
751,2,5050,0,1,0.990687150513839
751,2,5050,-1,1,0.988760591043218
751,1,5050,1,2,0.997772617834949
751,4,5050,-1,1,0.997670029386766
751,1,5050,0,2,0.98918406347966
751,3,5050,0,2,0.990109991560686
751,2,5050,-1,1,0.990281897088851
751,1,5050,1,2,0.996015727861711
751,1,5050,1,1,0.995862906039252
751,1,5050,1,1,0.994847812910414
751,2,5050,-1,1,0.993565538736919
751,2,5050,0,1,0.996458078392713
751,4,5050,0,1,0.995952350955623
751,3,5050,0,2,0.996454844599376
751,1,5050,0,2,0.99648638531785
751,3,5050,1,1,0.996461618861606
751,2,5050,-1,1,0.994518000197879
751,1,5050,0,2,0.996484582035498
751,4,5050,-1,1,0.99639778777288
751,4,5050,0,1,0.993389766886187
751,3,5050,0,2,0.993087526723997
751,1,5050,1,2,0.992860439996373
