subj_i,state,block,reward,action,w
740,1,5050,1,2,0.5
740,1,5050,1,1,0.5
740,4,5050,0,2,0.50129087927313
740,4,5050,-1,2,0.50129087927313
740,2,5050,-1,1,0.50129087927313
740,2,5050,0,2,0.50129087927313
740,1,5050,1,2,0.512954736754429
740,4,5050,-1,2,0.514212939517946
740,4,5050,-1,2,0.514212939517946
740,2,5050,0,2,0.514212939517946
740,3,5050,1,2,0.525496141522096
740,3,5050,0,1,0.525496141522096
740,4,5050,-1,2,0.523014417601994
740,4,5050,-1,2,0.523014417601994
740,2,5050,0,2,0.523014417601994
740,2,5050,-1,2,0.533935113039642
740,3,5050,0,2,0.527707022982628
740,1,5050,1,2,0.532404207173881
740,2,5050,0,2,0.53362740572596
740,3,5050,0,2,0.543574004209409
740,1,5050,1,1,0.548073822219614
740,3,5050,1,1,0.551723868810254
740,3,5050,0,1,0.548220104207098
740,2,5050,0,2,0.554668707259222
740,3,5050,1,2,0.564259949249176
740,4,5050,0,2,0.560858735197003
740,1,5050,1,2,0.560858735197003
740,2,5050,-1,2,0.563192048879711
740,4,5050,-1,2,0.557038709990871
740,1,5050,0,2,0.557038709990871
740,2,5050,0,2,0.55233366262888
740,4,5050,0,1,0.561172319387314
740,3,5050,0,2,0.625030743023303
740,3,5050,1,2,0.630905113647929
740,4,5050,0,2,0.627755821867817
740,2,5050,-1,2,0.630383576679493
740,1,5050,0,1,0.624528488336113
740,1,5050,1,2,0.620028131553054
740,4,5050,-1,2,0.620059532477195
740,1,5050,0,2,0.617905703026047
740,4,5050,0,2,0.617905525181153
740,2,5050,-1,2,0.62032094358914
740,3,5050,0,2,0.614363560666384
740,2,5050,0,1,0.62009876747226
740,4,5050,0,2,0.672933357583352
740,2,5050,0,2,0.675121486360669
740,3,5050,0,2,0.684307887808797
740,3,5050,1,1,0.689299442833827
740,1,5050,1,2,0.682668511074755
740,1,5050,0,1,0.682724320163339
740,3,5050,0,1,0.678432429975362
740,2,5050,0,2,0.690273809051111
740,4,5050,-1,1,0.699007155083246
740,1,5050,0,2,0.649669246191112
740,2,5050,-1,2,0.653577248157842
740,3,5050,1,2,0.645828310137023
740,1,5050,1,2,0.642034588042209
740,3,5050,0,1,0.640075283903292
740,4,5050,-1,2,0.650022468948403
740,1,5050,0,2,0.642043757067576
740,4,5050,-1,2,0.6458191977931
740,3,5050,1,2,0.637764443090471
740,1,5050,0,2,0.631904115897509
740,1,5050,0,2,0.635491640096816
740,2,5050,-1,2,0.638844827634469
740,2,5050,-1,2,0.630925302410375
740,3,5050,1,2,0.622904462416291
740,3,5050,1,2,0.616966889315362
740,2,5050,-1,2,0.611013692620116
740,2,5050,-1,2,0.602798849206973
740,4,5050,0,1,0.594488668294362
740,1,5050,0,2,0.675665726466123
740,2,5050,-1,1,0.678640929413144
740,1,5050,1,2,0.609096404059578
740,1,5050,1,1,0.60734860484312
740,3,5050,1,2,0.60185342141376
740,3,5050,1,2,0.595839508346609
740,4,5050,-1,2,0.589817571435383
740,1,5050,0,2,0.579185541207534
740,4,5050,0,1,0.580328740360178
740,4,5050,-1,2,0.666022410437005
740,4,5050,-1,2,0.654285464072216
740,4,5050,-1,2,0.64234722682336
740,1,5050,0,1,0.630215194292871
740,2,5050,0,2,0.643435436288747
740,4,5050,-1,1,0.655793674559947
740,4,5050,0,2,0.56476852834924
740,3,5050,1,2,0.579523954545808
740,4,5050,0,2,0.573454556963108
740,2,5050,0,1,0.587859350182899
740,2,5050,-1,1,0.671873683639361
740,4,5050,-1,2,0.599800041939364
740,3,5050,0,2,0.580565383911073
740,3,5050,1,2,0.591720865806965
740,4,5050,0,2,0.585827258664084
740,1,5050,1,1,0.599272101327288
740,1,5050,1,2,0.591955631472084
740,3,5050,0,1,0.590573822855034
740,1,5050,1,2,0.589767992925232
740,1,5050,0,2,0.588334645293511
740,3,5050,0,2,0.59095684066689
740,4,5050,0,1,0.605079740785745
740,1,5050,0,1,0.703265062073193
740,2,5050,-1,2,0.714106255968423
740,2,5050,-1,2,0.694133756607573
